ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
1435 532.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 122,8 cm, für Duschenwannen 75 x 120 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,122.8 x 77.8,,,

1435 508.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 112,8 cm, für Duschenwannen 80 x 110 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,112.8 x 82.8,,,

1435 519.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 142,8 cm, für Duschenwannen 100 x 140 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,142.8 x 102.8,,,

1435 533.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 112,8 x 122,8 cm, für Duschenwannen 110 x 120 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,122.8 x 112.8,,,

1435 513.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 122,8 x 122,8 cm, für Duschenwannen 120 x 120 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,122.8 x 122.8,,,

1435 510.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 122,8 cm, für Duschenwannen 80 x 120 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,122.8 x 82.8,,,

1435 509.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 112,8 cm, für Duschenwannen 90 x 110 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,112.8 x 92.8,,,

1435 526.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 102,8 cm, für Duschenwannen 75 x 100 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,102.8 x 77.8,,,

1435 548.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 172,8 cm, für Duschenwannen 75 x 170 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,172.8 x 77.8,,,

1435 522.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 82,8 cm, für Duschenwannen 75 x 80 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,82.8 x 77.8,,,

1435 507.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 102,8 cm, für Duschenwannen 100 x 100 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,102.8 x 102.8,,,

1435 503.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 92,8 cm, für Duschenwannen 80 x 90 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,92.8 x 82.8,,,

1435 517.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 142,8 cm, für Duschenwannen 80 x 140 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,142.8 x 82.8,,,

1435 515.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 132,8 cm, für Duschenwannen 90 x 130 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,132.8 x 92.8,,,

1435 544.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 162,8 cm, für Duschenwannen 75 x 160 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,162.8 x 77.8,,,

1435 541.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 152,8 cm, für Duschenwannen 100 x 150 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,152.8 x 102.8,,,

1435 554.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 182,8 cm, für Duschenwannen 100 x 180 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,182.8 x 102.8,,,

1435 552.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 182,8 cm, für Duschenwannen 80 x 180 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,182.8 x 82.8,,,

1435 546.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 162,8 cm, für Duschenwannen 100 x 160 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,162.8 x 102.8,,,

1435 530.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 112,8 x 112,8 cm, für Duschenwannen 110 x 110 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,112.8 x 112.8,,,

1435 518.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 142,8 cm, für Duschenwannen 90 x 140 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,142.8 x 92.8,,,

1435 516.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 132,8 cm, für Duschenwannen 100 x 130 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,132.8 x 102.8,,,

1435 506.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 102,8 cm, für Duschenwannen 90 x 100 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,102.8 x 92.8,,,

1435 521.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 162,8 cm, für Duschenwannen 90 x 160 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,162.8 x 92.8,,,

1435 535.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 132,8 cm, für Duschenwannen 75 x 130 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,132.8 x 77.8,,,

1435 520.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 152,8 cm, für Duschenwannen 90 x 150 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,152.8 x 92.8,,,

1435 545.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 162,8 cm, für Duschenwannen 80 x 160 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,162.8 x 82.8,,,

1435 539.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 152,8 cm, für Duschenwannen 75 x 150 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,152.8 x 77.8,,,

1435 529.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 112,8 cm, für Duschenwannen 100 x 110 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,112.8 x 102.8,,,

1435 549.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 172,8 cm, für Duschenwannen 80 x 170 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,172.8 x 82.8,,,

1435 550.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 172,8 cm, für Duschenwannen 90 x 170 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,172.8 x 92.8,,,

1435 511.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 92,8 x 122,8 cm, für Duschenwannen 90 x 120 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,122.8 x 92.8,,,

1435 551.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 102,8 x 172,8 cm, für Duschenwannen 100 x 170 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,172.8 x 102.8,,,

1435 514.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 132,8 cm, für Duschenwannen 80 x 130 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,132.8 x 82.8,,,

1435 502.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 82,8 cm, für Duschenwannen 80 x 80 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,82.8 x 82.8,,,

1435 505.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 82,8 x 102,8 cm, für Duschenwannen 80 x 100 cm, für bodenebene Montage, zu Duschenwannen, Conoflat / Duschplan, Superplan / Superplan Plus / XXL / Ladoplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,102.8 x 82.8,,,

1435 524.000.000,"Einbau- System- Rahmen Kaldewei ESR bodeneben, 77,8 x 92,8 cm, für Duschenwannen 75 x 90 cm, für bodenebene Montage, zu Duschenwannen, Conoflat, alle Modelle Superplan, Höhe verstellbar 4,9 - 16,4 cm, 4 schallisolierte 3D- Flex Füsse, Wannendichtband, 2 Wandecken, 4 Multifunktionsecken, vormontiertes Schallschutzband am Rahmen, Schalungsplatten für Estrichaussparung",Kaldewei,92.8 x 77.8,,,

1461 143.000.000,"Zargen- Wannendichtband Alterna, Länge 3,7 m, integrierte Schallisolierung, Schall- und Schnittbeschädigungsschutz, selbstklebend, 3- seitige Abdichtung an Wand oder mit einem Podest, für Badewannen bis 190 x 90 cm, für Duschenwannen bis 120 x 120 cm, Wannenoberflächen- Schutzband, 1 Wannen- Eckdichtung 3d, 2 Wannen- Eckdichtungen Butyl, 1 Anpressschaber, 1 Cuttermesser, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Alterna,190 x 90,,,

1461 144.000.000,"Zargen- Wannendichtband Alterna, Länge 4,8 m, für Duschwannen bis 120 x 120 cm, integrierte Schallisolierung, Schall- und Schnittbeschädigungsschutz, selbstklebend, 4- seitige Abdichtung, Wannenoberflächen- Schutzband, 3 Wannen- Eckdichtung 3d, 3 Wannen- Eckdichtungen Butyl, 1 Anpressschaber, 1 Cuttermesser, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Alterna,120 x 120,,,

1461 146.000.000,"Zargen- Wannendichtband Alterna, Länge 6,0 m, für Duschwannen bis 150 x 150 cm, integrierte Schallisolierung, Schall- und Schnittbeschädigungsschutz, selbstklebend, 4- seitige Abdichtung, Wannenoberflächen- Schutzband, 3 Wannen- Eckdichtung 3d, 3 Wannen- Eckdichtungen Butyl, 1 Anpressschaber, 1 Cuttermesser, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Alterna,150 x 150,,,

1171 403.136.000,"Ablaufabdeckung Laufen Pro, mit linienförmigen Schlitzen, Edelstahl lackiert Betongrau matt",Laufen,,,,

1171 404.136.000,"Ablaufabdeckung Laufen Pro, mit linienförmigen unterbrochenen Schlitzen, Edelstahl lackiert Betongrau matt",Laufen,,,,

1171 403.535.000,"Ablaufabdeckung Laufen Pro, mit linienförmigen Schlitzen, Edelstahl lackiert Schwarz matt",Laufen,,,,

1171 404.535.000,"Ablaufabdeckung Laufen Pro, mit linienförmigen unterbrochenen Schlitzen, Edelstahl lackiert Schwarz matt",Laufen,,,,

1171 403.841.000,"Ablaufabdeckung Laufen Pro, mit linienförmigen Schlitzen, Edelstahl lackiert Anthrazit matt",Laufen,,,,

1171 404.841.000,"Ablaufabdeckung Laufen Pro, mit linienförmigen unterbrochenen Schlitzen, Edelstahl lackiert Anthrazit matt",Laufen,,,,

