ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
1424 942.000.000,"Hansgrohe RainDrain Installationsset, Installationsset 80 cm, für Duschrinnen Fertigsets, werkseitig vormontiertes Dichtvlies, inkl. höhenverstellbaren Stellfüßen und Verfliesungshilfe zur Montage, mit integriertem Gefälle, passend für alle RainDrain Rock und RainDrain Match Fertigsets, ohne Grundkörper",Andere,,,,

1424 944.000.000,"Hansgrohe RainDrain Installationsset, Installationsset 100 cm, für Duschrinnen Fertigsets, werkseitig vormontiertes Dichtvlies, inkl. höhenverstellbaren Stellfüßen und Verfliesungshilfe zur Montage, mit integriertem Gefälle, passend für alle RainDrain Rock und RainDrain Match Fertigsets, ohne Grundkörper",Andere,,,,

1424 941.000.000,"Hansgrohe RainDrain Installationsset, Installationsset 70 cm, für Duschrinnen Fertigsets, werkseitig vormontiertes Dichtvlies, inkl. höhenverstellbaren Stellfüßen und Verfliesungshilfe zur Montage, mit integriertem Gefälle, passend für alle RainDrain Rock und RainDrain Match Fertigsets, ohne Grundkörper",Andere,,,,

1424 945.000.000,"Hansgrohe RainDrain Installationsset, Installationsset 120 cm, für Duschrinnen Fertigsets, werkseitig vormontiertes Dichtvlies, inkl. höhenverstellbaren Stellfüßen und Verfliesungshilfe zur Montage, mit integriertem Gefälle, passend für alle RainDrain Rock und RainDrain Match Fertigsets, ohne Grundkörper",Andere,,,,

1424 943.000.000,"Hansgrohe RainDrain Installationsset, Installationsset 90 cm, für Duschrinnen Fertigsets, werkseitig vormontiertes Dichtvlies, inkl. höhenverstellbaren Stellfüßen und Verfliesungshilfe zur Montage, mit integriertem Gefälle, passend für alle RainDrain Rock und RainDrain Match Fertigsets, ohne Grundkörper",Andere,,,,

1424 593.000.000,"Schallschutzelement Schaco, zu Ablaufgehäuse Dallflex",Andere,,,,

1424 557.000.000,"Ablaufgehäuse Schaco DallFlex 2.0, waagrecht, zu Duschrinne Cerafloor / Cerawall, Einbauhöhe 90 - 250 mm, Abgang Ø 56/63 mm, waagrecht mit Kugelgelenk, Abflussleistung 48 l/min, herausnehmbarer Geruchs- und Reinigungsverschluss, Haarsieb, Bauschutzabdeckung",Andere,,,,

1424 556.000.000,"Ablaufgehäuse Schaco DallFlex 2.0, senkrecht, zu Duschrinne Cerafloor / Cerawall, Einbauhöhe 45 - 250 mm, Abgang Ø 50, senkrecht, Abflussleistung 60 l/min, herausnehmbarem Geruchs- und Reinigungsverschluss, Haarsieb, Bauschutzabdeckung",Andere,,,,

1424 709.535.000,"Ablaufabdeckung Schaco Cerawall Individual Design nicht befliesbar Schwarz matt",Andere,,,,

1424 711.535.000,"Ablaufabdeckung Schaco Cerawall Individual, befliesbar (mit Rahmen) Schwarz matt",Andere,,,,

1424 712.000.000,"Ablaufabdeckung Schaco Cerawall Individual - Naturstein, befliesbar (ohne Rahmen)",Andere,,,,

1943 317.000.000,"Höhenverstellung Abdeckung Schaco, CeraWall Individual zu 1424 701 - 712 (5-535542)",Andere,,,,

1424 590.000.000,"Duschenablauf Schaco Primo Plus, zu Duschrinne Aqua SwissLine, Abgang Ø 56/63 mm, Abflussleistung 33- 48 l/min je nach Einbauvariante",Andere,,,,

1424 595.000.000,"Schallschutz- Überzug, zu Duschenablauf Schaco Primo PLUS",Andere,,,,

1424 527.000.000,"Standard- Rost Schaco Aqua, Länge 110 cm, zu Duschenrinne 120 cm 1424 457/467, Edelstahl, Breite 4 cm",Andere,,,,

1424 568.000.000,"Butylband Permaseal 3133, zum Anschluss der Flüssigabdichtung, zu Duschelemente Aqua Swissline, Rolle à 5 m",Andere,,,,

1424 567.000.000,"Butylband Permaseal 3133, zum Anschluss der Flüssigabdichtung, zu Rinnenlänge 60- 130 cm",Andere,,,,

1424 524.000.000,"Standard- Rost Schaco Aqua, Länge 80 cm, zu Duschenrinne 90 cm 1424 454/464, Edelstahl, Breite 4 cm",Andere,,,,

1943 311.523.000,"Abdeckung Schaco CeraFloor Pure Edelstahl matt zu 1424 763 - 769 (5-539489) Edelstahl matt",Andere,,,,

1424 709.523.000,"Ablaufabdeckung Schaco Cerawall Individual Design nicht befliesbar Edelstahl matt",Andere,,,,

1424 711.000.000,"Ablaufabdeckung Schaco Cerawall Individual, befliesbar (mit Rahmen)",Andere,,,,

1424 528.000.000,"Standard- Rost Schaco Aqua, Länge 120 cm, zu Duschenrinne 130 cm 1424 458/468, Edelstahl, Breite 4 cm",Andere,,,,

1111 497.000.000,"Ablaufgehäuse Alterna laina zu Duschrinne, Einbauhöhe 90 - 170 mm, Abgang Ø 56 / 63 mm waagrecht mit Kugelgelenk, Haarsieb, Geruchverschluss herausnehmbar, Aufstockelement höhenverstellbar, Flansch mit Vlies, 2 Montagefüsse, Schallschutz- Ummantelung, Sifonierhöhe 50 mm, Ablaufleistung 0,8 l/s",Alterna,,,,

1943 329.523.000,"Abdeckung Alterna laina Länge 262 mm Breite 43 mm zu Duschrinne 1111 498 / 499 (5-530844) Edelstahl matt",Alterna,,,,

1424 709.210.000,"Ablaufabdeckung Schaco Cerawall Individual Design nicht befliesbar Messing matt",Andere,,,,

1424 711.210.000,"Ablaufabdeckung Schaco Cerawall Individual, befliesbar (mit Rahmen) Messing matt",Andere,,,,

1424 521.000.000,"Standard- Rost Schaco Aqua, Länge 50 cm, zu Duschenrinne 60 cm 1424 451/461, Edelstahl, Breite 4 cm",Andere,,,,

1424 526.000.000,"Standard- Rost Schaco Aqua, Länge 100 cm, zu Duschenrinne 110 cm 1424 456/466, Edelstahl, Breite 4 cm",Andere,,,,

1424 525.000.000,"Standard- Rost Schaco Aqua, Länge 90 cm, zu Duschenrinne 100 cm 1424 455/465, Edelstahl, Breite 4 cm",Andere,,,,

1943 314.523.000,"Abdeckung Schaco CeraWall Pure, Edelstahl matt zu 1424 733 - 737 (5-538659) Edelstahl matt",Andere,,,,

1424 523.000.000,"Standard- Rost Schaco Aqua, Länge 70 cm, zu Duschenrinne 80 cm 1424 453/463, Edelstahl, Breite 4 cm",Andere,,,,

1943 315.523.000,"Abdeckung, Edelstahl matt, Länge 281.5 mm, Breite 42 mm (5- 535535) Edelstahl matt",Andere,,,,

1943 316.524.000,"Abdeckung Schaco CeraWall Select, Edelstahl poliert Länge 281.5 mm Breite 42 mm zu 1424 721 - 725 (5-535528) Edelstahl glanz",Andere,,,,

1943 313.524.000,"Abdeckung Schaco CeraFloor Select, Edelstahl poliert Länge 286 mm Breite 44 mm zu 1424 741 - 755 (5-539274) Edelstahl glanz",Andere,,,,

1424 522.000.000,"Standard- Rost Schaco Aqua, Länge 60 cm, zu Duschenrinne 70 cm 1424 452/462, Edelstahl, Breite 4 cm Preisübersicht Unverbindliche Richtpreise Total8'888.00 geschätzte Transportkosten346.65 8.1 % MWSt748.01 Rundungsdifferenz0.01- Gesamtbetrag inkl. MwSt. in CHF 9'982.65 Preisänderung vorbehalten Unverbindliche Richtpreise Bei den Preisangaben handelt es sich um unverbindliche Richtpreise. Auf diese unverbindlichen Richtpreise gibt Sanitas Troesch den Installateur-Unternehmen individuelle Einkaufsrabatte. Die unverbindlichen Richtpreise sind für Installateur-Unternehmen nicht bindend. Die Installateur-Unternehmen legen die Verkaufspreise an ihre Kunden vollkommen frei und im eigenen Ermessen fest.",Andere,,,,
